GMID,Dataset,Address,數據集,地址,District,區域,Area,面積,Level,所處位置,Opening Hours,開放時間,Remarks,備註,Location Map,位置圖,Northing,Easting,Latitude,Longitude,Last Update
"AwZWdo4o83","Public Open Space - Areas within private properties dedicated for public use","65 Mody Road, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍麼地道65號","YAU TSIM MONG","油尖旺區","about 282 m2","約 282 平方米","G/F","地下","24 hours","24小時","Street widening","街道擴闊","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K93-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K93-map1.pdf","817741.0","836241.0","22.29861045","114.17661718","2019-07-26 03:44:10"
"fisUmnKikW","Public Open Space - Areas within private properties dedicated for public use","38 Kwun Chung Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍官涌街38號","YAU TSIM MONG","油尖旺區","about 2 m2","約 2 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K45-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K45-map1.pdf","818337.0","835435.0","22.30398888","114.16879502","2019-07-26 03:44:10"
"j49XC1REYy","Public Open Space - Areas within private properties dedicated for public use","171 Prince Edward Road West, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍太子道西171號","YAU TSIM MONG","油尖旺區","about 2 m2","約 2 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K27-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K27-map1.pdf","820549.0","835489.0","22.32396459","114.16931607","2019-07-26 03:44:10"
"NTsgnBg7j9","Public Open Space - Areas within private properties dedicated for public use","157 Prince Edward Road West, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍太子道西157號","YAU TSIM MONG","油尖旺區","about 1 m2","約 1 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/RL/RL18-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/RL/RL18-map1.pdf","820537.0","835432.0","22.32385891","114.16876476","2019-07-26 03:44:10"
"mefGfpKoU4","Public Open Space - Areas within private properties dedicated for public use","771-775 Nathan Road, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍彌敦道771-775號","YAU TSIM MONG","油尖旺區","about 1 m2","約 1 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K128-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K128-map1.pdf","820697.0","835340.0","22.32530195","114.1678746","2019-07-26 03:44:10"
"DVgWv5OvPr","Public Open Space - Areas within private properties dedicated for public use","750 Nathan Road, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍彌敦道750號","YAU TSIM MONG","油尖旺區","about 4 m2","約 4 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K33-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K33-map1.pdf","820394.0","835460.0","22.32256032","114.16904049","2019-07-26 03:44:10"
"GXLZBCAb6n","Public Open Space - Areas within private properties dedicated for public use","628 Nathan Road, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍彌敦道628號","YAU TSIM MONG","油尖旺區","about 2 m2","約 2 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K34-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K34-map1.pdf","819869.0","835550.0","22.3178193","114.16990652","2019-07-26 03:44:10"
"AM1KztEFzq","Public Open Space - Areas within private properties dedicated for public use","580A Nathan Road, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍彌敦道580A號","YAU TSIM MONG","油尖旺區","about 23 m2","約 23 平方米","G/F","地下","24 hours","24小時","Street widening","街道擴闊","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K26-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K26-map1.pdf","819624.0","835600.0","22.31561405","114.17039579","2019-07-26 03:44:10"
"qGOc9pEXq5","Public Open Space - Areas within private properties dedicated for public use","476 Nathan Road, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍彌敦道476號","YAU TSIM MONG","油尖旺區","about 10 m2","約 10 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K113-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K113-map1.pdf","819124.0","835691.0","22.31109968","114.17127434","2019-07-26 03:44:10"
"kt4t0n4vA5","Public Open Space - Areas within private properties dedicated for public use","301-309 Nathan Road, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍彌敦道301-309號","YAU TSIM MONG","油尖旺區","about 10 m2","約 10 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K75-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K75-map1.pdf","818522.0","835691.0","22.30565965","114.17128232","2019-07-26 03:44:10"
"L8vmC7Ikzn","Public Open Space - Areas within private properties dedicated for public use","132-134 Nathan Road, 1-23 Kimberly Road, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍彌敦道132-134號,金巴利道1-23號","YAU TSIM MONG","油尖旺區","about 3 m2","約 3 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K111-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K111-map1.pdf","817996.0","835823.0","22.3009132","114.1725577","2019-07-26 03:44:10"
"1oZsxfcK5D","Public Open Space - Areas within private properties dedicated for public use","82-84 Nathan Road, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍彌敦道82-84號","YAU TSIM MONG","油尖旺區","about 4 m2","約 4 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K78-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K78-map1.pdf","817768.0","835811.0","22.29885421","114.17244519","2019-07-26 03:44:10"
"j7HKOh0CL9","Public Open Space - Areas within private properties dedicated for public use","185 Prince Edward Road West, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍太子道西185號","YAU TSIM MONG","油尖旺區","about 4 m2","約 4 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K122-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K122-map1.pdf","820567.0","835619.0","22.3241272","114.17058371","2019-07-26 03:44:09"
"t9D2OQJ7L7","Public Open Space - Areas within private properties dedicated for public use","398 Castle Peak Road, Tsuen Wan","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","荃灣青山公路398號","TSUEN WAN","荃灣區","about 265 m2","約 265 平方米","Level 1 & Level 2","第一層及第二層","24 hours","24小時","Pedestrian passage","行人通道","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/NT/NTW4-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/NT/NTW4-map1.pdf","826221.0","829650.0","22.37517427","114.11261569","2019-07-26 03:44:09"
"58mg90OnUs","Public Open Space - Areas within private properties dedicated for public use","285 - 295 Sha Tsui Road, Tsuen Wan","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","荃灣沙咀道285-295號","TSUEN WAN","荃灣區","about 8 m2","約 8 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/NT/NTW2-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/NT/NTW2-map1.pdf","825589.0","830161.0","22.36946977","114.11758468","2019-07-26 03:44:09"
"Wx16CMmhpP","Public Open Space - Areas within private properties dedicated for public use","55 Chung On Street, Tsuen Wan","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","荃灣眾安街55號","TSUEN WAN","荃灣區","about 21 m2","約 21 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/NT/NTW1-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/NT/NTW1-map1.pdf","825655.0","830071.0","22.37006366","114.11671349","2019-07-26 03:44:09"
"N0YaiPKx6R","Public Open Space - Areas within private properties dedicated for public use","2 Wai Yan Street, Tai Po","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","大埔懷仁街2號","TAI PO","大埔區","about 9 m2","約 9 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/NT/NTW7-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/NT/NTW7-map1.pdf","834348.0","835095.0","22.44858013","114.16548363","2019-07-26 03:44:09"
"vOmLVSNouK","Public Open Space - Areas within private properties dedicated for public use","14-16 On Fu Road, Tai Po","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","大埔安富道14-16號","TAI PO","大埔區","about 7 m2","約 7 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/NT/NTW8-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/NT/NTW8-map1.pdf","834275.0","835071.0","22.44791818","114.16525344","2019-07-26 03:44:09"
"ZI6WkojS8d","Public Open Space - Areas within private properties dedicated for public use","106-112 Woosung Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍吳松街106-112號","YAU TSIM MONG","油尖旺區","about 27 m2","約 27 平方米","G/F","地下","24 hours","24小時","Street widening","街道擴闊","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K19-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K19-map1.pdf","818529.0","835598.0","22.30571831","114.17037684","2019-07-26 03:44:09"
"khb3JHekeI","Public Open Space - Areas within private properties dedicated for public use","61-63 Waterloo Road, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍窩打老道61-63號","YAU TSIM MONG","油尖旺區","about 8 m2","約 8 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K84-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K84-map1.pdf","819838.0","836015.0","22.3175449","114.17442557","2019-07-26 03:44:09"
"z7rngUIgAP","Public Open Space - Areas within private properties dedicated for public use","8 Waterloo Road, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍窩打老道8號","YAU TSIM MONG","油尖旺區","about 563 m2","約 563 平方米","G/F","地下","24 hours","24小時","Pedestrian passage","行人通道","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K13-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K13-map1.pdf","819273.0","835544.0","22.31243706","114.16985243","2019-07-26 03:44:09"
"w23BTH0sg9","Public Open Space - Areas within private properties dedicated for public use","61 Tung Choi Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍通菜街61號","YAU TSIM MONG","油尖旺區","about 1 m2","約 1 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K82-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K82-map1.pdf","819926.0","835619.0","22.3183422","114.17058008","2019-07-26 03:44:09"
"zifPwfitu2","Public Open Space - Areas within private properties dedicated for public use","135-137 Tung Chau Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍通州街135-137號","YAU TSIM MONG","油尖旺區","about 0.5 m2","約 0.5 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K117-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K117-map1.pdf","820641.0","834747.0","22.32479401","114.16211101","2019-07-26 03:44:09"
"bkZklU9o7h","Public Open Space - Areas within private properties dedicated for public use","43 Tit Shu Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍鐵樹街43號","YAU TSIM MONG","油尖旺區","about 12 m2","約 12 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K101-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K101-map1.pdf","820099.0","834900.0","22.31989595","114.16360431","2019-07-26 03:44:09"
"1Q0cNmWJ8C","Public Open Space - Areas within private properties dedicated for public use","76 Shantung Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍山東街76號","YAU TSIM MONG","油尖旺區","about 4 m2","約 4 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K132-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K132-map1.pdf","819868.0","835786.0","22.31781396","114.17220098","2019-07-26 03:44:09"
